,岗位编号,求职者编号,标签
4275,836714,6218467,0
4276,820414,6285948,0
4277,772899,6027389,0
4278,799873,3310029,0
4279,816433,6290919,0
4280,807572,6195410,0
4281,792036,6189160,0
4282,839325,6170493,0
4283,795949,4806625,0
4284,757944,4485588,0
4285,43838664,320086945,1
4286,769490,5981489,0
4287,768232,6001404,0
4288,808817,6193772,0
4289,42362686,6316105,1
4290,765345,5970696,0
4291,44254655,320611948,1
4292,805309,6167799,0
4293,44172666,316239972,1
4294,815614,6079980,0
4295,769276,5926859,0
4296,42499690,320764910,1
4297,792498,5842711,1
4298,790772,6088956,0
4299,774868,6050498,0
4300,788565,6054321,0
4301,842549,319448947,1
4302,838253,5481046,1
4303,42429686,5452763,1
4304,824655,6280093,0
4305,834175,5906961,1
4306,824654,6285991,0
4307,42517692,316440190,1
4308,796265,6133164,0
4309,823213,6265483,0
4310,791584,6133951,0
4311,835253,6174986,0
4312,797907,1101166,0
4313,771514,5944512,0
4314,773121,2735916,1
4315,755203,6039748,0
4316,781773,5375856,0
4317,829190,6270515,0
4318,775090,6048136,0
4319,813149,6078710,0
4320,770051,6033123,0
4321,776192,54919,0
4322,43668705,4841788,1
4323,779494,6090279,0
4324,837656,5784275,0
4325,800360,3858819,0
4326,797511,6139053,0
4327,795281,6016543,0
4328,791958,6122707,0
4329,770814,5467710,0
4330,834713,5884040,1
4331,770860,6032691,0
4332,815336,4989406,0
4333,773643,6145145,0
4334,770398,318877931,1
4335,835284,6307864,1
4336,824654,6225721,0
4337,436321,5167756,0
4338,813875,6100561,0
4339,779496,4570342,0
4340,772901,5905377,0
4341,823213,6155646,0
4342,767175,6015385,0
4343,805374,150540,1
4344,819882,6237298,1
4345,822273,6260590,0
4346,804213,6106509,0
4347,829716,6160436,0
4348,772907,6003801,0
4349,769754,5704487,0
4350,42798679,318526939,1
4351,830843,6273238,0
4352,842891,6074902,1
4353,771514,5988075,0
4354,771887,5986593,0
4355,771514,5487186,1
4356,772851,5347033,0
4357,776254,5662881,0
4358,43892655,5939691,1
4359,829137,6267882,0
4360,813529,6111145,0
4361,771191,6014275,0
4362,768882,5818347,0
4363,785555,6048871,0
4364,815822,6229334,0
4365,769116,4608414,0
4366,808837,253857,0
4367,831941,6200395,0
4368,790772,5667904,0
4369,43285707,320429963,1
4370,816859,6135839,0
4371,809895,6199990,0
4372,806913,5469302,1
4373,809514,6180817,0
4374,829236,4948675,0
4375,797912,6147034,0
4376,768780,5931784,0
4377,771191,5993247,0
4378,824954,6107881,0
4379,792035,6120483,0
4380,829190,5365669,0
4381,803266,6127887,0
4382,771514,6022892,0
4383,808820,6191593,0
4384,774773,6076222,0
4385,831137,6249087,0
4386,778917,5440035,0
4387,820014,6253123,0
4388,782678,6077342,0
4389,43668705,320823908,1
4390,770048,6011043,0
4391,786594,6013687,0
4392,790362,1659348,1
4393,817493,6219902,0
4394,832019,6290380,0
4395,844056,6320526,0
4396,764016,6026403,0
4397,772899,6019207,0
4398,770038,5670272,0
4399,768878,6060530,0
4400,786572,3691309,0
4401,783397,6087339,0
4402,779975,6112788,0
4403,771875,5883815,0
4404,782678,5624669,0
4405,799992,6044419,0
4406,772906,6134997,0
4407,43921663,320644941,1
4408,768787,5664361,0
4409,788565,5176162,0
4410,794595,6125498,1
4411,797511,6019538,0
4412,788929,6101748,0
4413,781773,6202782,0
4414,775169,6049885,0
4415,801330,6206989,0
4416,44254655,320100906,1
4417,820416,6225304,0
4418,816538,6134678,0
4419,819042,6229558,0
4420,773296,5988520,0
4421,772867,6093918,0
4422,835253,5780540,0
4423,815822,6194638,0
4424,834921,6046738,0
4425,793038,5948046,0
4426,775140,5910224,0
4427,783875,6131561,0
4428,801330,6081005,0
4429,804213,5970358,0
4430,805554,6054847,0
4431,766789,5988296,0
4432,795540,6164673,0
4433,812258,6108322,1
4434,769116,5558539,0
4435,815336,5571726,0
4436,767734,6007845,0
4437,802838,5829146,0
4438,821734,5946773,0
4439,800846,4913090,1
4440,42461658,461079,1
4441,813661,6252019,0
4442,776192,6060530,0
4443,43572664,3021999,1
4444,792036,6221324,0
4445,766798,1300808,0
4446,779698,6085174,0
4447,779694,6132533,0
4448,837656,6202307,0
4449,755031,6074916,0
4450,43897742,316886932,1
4451,769498,6105989,0
4452,785914,6021293,0
4453,803266,6208690,0
4454,813876,6222986,0
4455,779698,6040627,0
4456,771193,5523916,0
4457,779698,6121143,0
4458,43591724,320534963,1
4459,803615,6152397,0
4460,841855,6269338,0
4461,772901,6031691,0
4462,773207,6057376,0
4463,787774,6036889,0
4464,806890,5019361,0
4465,838614,6300170,0
4466,826495,6026437,0
4467,816953,6227140,0
4468,772901,5619383,0
4469,767175,6003460,0
4470,753295,5956022,0
4471,798374,2163630,1
4472,839325,6314596,0
4473,42751657,318483940,1
4474,838614,6259968,0
4475,824146,5874698,0
4476,812926,6225866,0
4477,795973,4806615,0
4478,792498,5695197,1
4479,770398,318281926,1
4480,779698,6200731,0
4481,840030,6291663,0
4482,782599,6079072,0
4483,821973,4772894,0
4484,792393,6117171,0
4485,769742,5823469,0
4486,804900,2750480,0
4487,795525,5916846,0
4488,772901,5176561,0
4489,788929,6103379,0
4490,795526,6190982,0
4491,782878,6267900,0
4492,795525,6103422,1
4493,766730,5989010,0
4494,817953,6224913,0
4495,816433,5095408,0
4496,829235,6238751,1
4497,799992,6159158,0
4498,792035,6217278,0
4499,799873,5678802,0
4500,44030739,317985931,1
4501,513553,6010737,0
4502,785787,4280356,0
4503,513553,6044064,0
4504,815822,5665408,0
4505,765900,5962167,0
4506,771514,6073753,0
4507,742176,5107526,0
4508,835405,6294359,0
4509,772870,6069513,0
4510,772135,5919881,0
4511,771193,6010042,0
4512,781773,6134959,0
4513,820421,6254468,0
4514,772867,6069364,0
4515,799280,5560930,0
4516,810726,6187985,0
4517,766615,6011168,0
4518,44074674,5441700,1
4519,783076,4642751,0
4520,815822,4607869,0
4521,807761,6184787,0
4522,815336,6214305,0
4523,833742,5618288,0
4524,653758,318002901,1
4525,42319800,4028109,1
4526,772135,4263836,0
4527,780073,6187383,0
4528,841518,6250495,0
4529,802254,6171827,0
4530,802840,3398759,0
4531,831328,6293251,0
4532,824313,5763330,1
4533,776834,6009712,0
4534,826401,6059252,0
4535,768884,5705161,0
4536,779694,6212677,0
4537,766609,6020848,0
4538,802838,6251767,0
4539,802257,3858737,0
4540,797543,6105178,0
4541,762693,5976457,0
4542,795526,6189394,0
4543,831329,6275607,0
4544,779698,6107192,0
4545,776254,5366684,0
4546,771880,6042846,0
4547,801013,6160827,0
4548,43922680,320599973,1
4549,829735,6165161,0
4550,816742,6270242,0
4551,807602,6178172,0
4552,836716,6305391,0
4553,771887,6025311,0
4554,815828,5976728,0
4555,815828,6253612,0
4556,766612,3047659,0
4557,768869,6261534,0
4558,779698,6094057,0
4559,43485685,319243959,1
4560,755031,5978942,0
4561,818116,6212118,0
4562,832618,5869688,0
4563,788929,6152397,0
4564,772827,5851597,0
4565,766615,2823648,1
4566,814034,6217252,0
4567,781773,6087965,0
4568,831329,6115140,0
4569,774868,5868324,0
4570,774769,4700881,0
4571,827074,5853846,0
4572,809514,6184814,0
4573,815336,6230933,0
4574,772824,6053778,0
4575,774781,5473392,0
4576,809419,6172392,0
4577,813661,4754699,0
4578,785197,5563030,0
4579,788929,6086014,0
4580,774882,6040689,0
4581,803615,5285285,0
4582,815822,5065042,0
4583,43376683,3285097,1
4584,832016,6303629,0
4585,815822,6155014,0
4586,832019,6306467,0
4587,827873,5024683,0
4588,815822,5303319,0
4589,772906,6028838,0
4590,786170,295995,0
4591,792508,6069198,0
4592,835269,6314585,0
4593,815822,6214604,0
4594,813661,6195299,0
4595,833738,6261200,0
4596,792136,5619119,0
4597,791957,6114315,0
4598,742999,3611739,0
4599,816862,6205554,0
4600,772851,5597556,0
4601,833736,1770936,0
4602,755031,6041922,0
4603,786572,5413130,0
4604,791598,5867560,0
4605,816253,6213037,0
4606,786158,6009849,0
4607,797512,5539920,0
4608,823295,6150077,0
4609,832139,4750019,0
4610,783558,5114890,0
4611,777448,6046875,0
4612,770814,4823798,0
4613,844056,6203668,0
4614,769459,5586225,0
4615,42939022,317996938,1
4616,826058,6273434,0
4617,774868,5709119,0
4618,822273,6242242,0
4619,768878,2310087,0
4620,831329,6272390,0
4621,815613,6183471,0
4622,762700,5865208,0
4623,43694656,5696277,1
4624,772339,4882293,0
4625,795525,6310298,0
4626,776835,5993069,0
4627,762693,5921083,0
4628,798510,5628619,0
4629,772901,6032827,0
4630,42916691,318886941,1
4631,842676,322258,1
4632,832618,6275404,0
4633,768869,5966691,0
4634,769118,5940661,0
4635,787556,5141371,0
4636,810857,6291434,0
4637,772821,6063728,0
4638,839387,6299340,0
4639,793038,6120888,0
4640,42907680,316248961,1
4641,829716,5925816,0
4642,819733,6226332,0
4643,770048,6005639,0
4644,813938,6028461,0
4645,766615,6175581,0
4646,781074,5527988,0
4647,822293,3858819,0
4648,779289,4919215,1
4649,771966,5674268,0
4650,746979,6048652,0
4651,772907,6009918,0
4652,794555,6108384,0
4653,839438,6275331,0
4654,771109,6003654,0
4655,786572,5715196,0
4656,834223,3275290,0
4657,792993,6311928,0
4658,770357,5201305,0
4659,832019,6081492,0
4660,765281,6025538,0
4661,776854,6065990,0
4662,788815,201000,0
4663,817995,5922116,0
4664,803215,5647439,0
4665,790772,4828763,0
4666,815337,6173209,0
4667,42298705,6235322,1
4668,772851,5993733,0
4669,764016,6014105,0
4670,815822,5430233,0
4671,770860,4605179,0
4672,800036,6181805,0
4673,773645,6192186,0
4674,787509,6086104,0
4675,779833,6057736,0
4676,842891,6295496,1
4677,43999666,318471962,1
4678,787717,6105109,1
4679,766787,4748302,0
4680,832933,6248308,0
4681,816433,5821912,0
4682,779296,6051265,0
4683,807759,6160679,0
4684,804578,6165513,0
4685,815819,6223663,0
4686,770107,5946860,0
4687,798317,6139143,0
4688,765725,2864786,0
4689,788565,6037687,0
4690,772899,6060667,0
4691,787334,6084174,0
4692,778676,6067575,1
4693,772867,5972064,0
4694,831330,6318643,0
4695,786594,6107355,0
4696,800846,5651578,0
4697,816561,6067536,0
4698,630490,4860787,1
4699,782602,6187990,0
4700,766609,6034853,0
4701,819057,6238163,0
4702,815828,6301463,0
4703,831329,4023029,0
4704,808262,6112962,0
4705,819877,6207220,0
4706,800036,6150040,1
4707,815822,4656521,0
4708,817998,2634770,1
4709,765902,5989692,0
4710,831330,6283348,0
4711,801330,6126602,0
4712,792993,6137947,0
4713,772901,6041828,0
4714,775836,5932505,1
4715,824439,6059221,0
4716,791744,6049373,1
4717,786239,6175330,0
4718,809419,6258084,0
4719,821734,6205133,0
4720,770397,5284922,0
4721,43653678,319882994,1
4722,835762,3828770,1
4723,792037,5726913,0
4724,800846,5924092,1
4725,42648674,1779609,1
4726,768780,5372404,0
4727,802263,5325788,1
4728,820414,6042793,0
4729,820417,6218495,0
4730,834636,6149672,1
4731,792035,6120957,0
4732,800874,6040012,0
4733,770044,6020551,0
4734,772899,5662026,0
4735,815819,6121313,0
4736,835761,5278395,0
4737,42864655,317624979,1
4738,795949,5130219,0
4739,821513,73366,0
4740,828378,4939376,0
4741,837653,6313229,0
4742,772901,6013229,0
4743,724643,4456840,1
4744,766787,6108333,0
4745,814240,6211198,0
4746,800875,5998763,0
4747,777448,4535776,0
4748,772870,3456046,1
4749,766615,6095713,0
4750,42491720,316494045,1
4751,787994,6128679,0
4752,767175,5703250,0
4753,778676,6058034,0
4754,835254,6289625,0
4755,792035,6231292,0
4756,814693,6148234,0
4757,772827,5996998,0
4758,771514,6006502,0
4759,42844699,6236843,1
4760,772901,6056063,0
4761,762409,5983604,0
4762,42989690,5950350,1
4763,771514,6028987,0
4764,835597,5614916,0
4765,797516,6128561,0
4766,806633,6202416,0
4767,804941,5733336,0
4768,837957,6044100,1
4769,767230,6058732,0
4770,785914,6110863,0
4771,42724659,6223946,1
4772,771103,5996668,0
4773,770357,5604755,0
4774,798510,5597355,0
4775,769754,6002926,0
4776,774781,6055890,0
4777,813877,316328559,1
4778,765991,5988915,0
4779,42461661,1714479,1
4780,44254655,320645923,1
4781,816533,5206272,0
4782,791584,6100380,0
4783,810726,6034853,0
4784,776876,5868278,0
4785,795362,5939050,0
4786,795526,6247171,0
4787,815613,6254801,0
4788,779698,5968748,0
4789,806880,6176777,0
4790,795665,6215152,0
4791,815822,1460440,0
4792,770814,5961101,0
4793,819480,6226741,0
4794,42513834,4840461,1
4795,829235,709949,1
4796,823833,4913251,0
4797,789913,6079724,1
4798,781773,2559340,0
4799,792037,6177055,0
4800,799893,5327645,0
4801,779698,4858274,0
4802,772904,5999281,0
4803,774769,5922924,0
4804,777448,6153853,0
4805,769120,5795970,0
4806,808837,5491295,0
4807,769742,2266720,0
4808,772901,6004144,0
4809,791955,6013970,0
4810,835895,1890620,0
4811,823881,6253171,0
4812,792036,5948798,0
4813,824164,6103811,0
4814,788929,767900,0
4815,841833,224982,1
4816,772906,6005788,0
4817,815822,6261734,0
4818,838037,6133254,0
4819,770860,6004891,0
4820,779694,6062099,0
4821,792036,6194323,0
4822,785555,5799306,0
4823,770108,6020460,0
4824,830843,6268229,0
4825,785553,4717300,0
4826,766798,6166862,0
4827,793763,6100680,0
4828,801330,6193589,0
4829,795526,6095213,0
4830,791955,5697603,0
4831,782602,6096171,0
4832,769490,5986763,0
4833,779694,6091180,0
4834,803013,6244755,0
4835,770403,5547575,0
4836,826058,6207314,0
4837,771887,6022498,0
4838,825973,6170473,0
4839,819040,6228137,1
4840,772870,5634884,0
4841,784501,6136034,0
4842,792037,6136574,0
4843,792035,6094974,0
4844,42319752,6096908,1
4845,778676,6156603,0
4846,43485687,5482254,1
4847,812235,6127827,0
4848,795668,6153793,0
4849,772851,6136756,0
4850,808373,53818,0
4851,771514,5673427,0
4852,769306,5959378,0
4853,843134,6186826,1
4854,818297,6174306,0
4855,43625667,6239746,1
4856,788565,5925702,0
4857,775090,6014286,0
4858,788929,6151642,0
4859,792993,6197463,0
4860,807602,5590850,0
4861,819480,6118788,0
4862,819799,6224954,0
4863,779706,5688484,0
4864,816134,6230414,0
4865,779698,6161445,0
4866,791966,6096982,0
4867,830286,6263143,0
4868,822293,6229707,0
4869,800016,6215498,0
4870,767487,5961950,0
4871,830285,6272313,0
4872,42989690,318098945,1
4873,782678,5851597,0
4874,775154,6058522,0
4875,813876,6200558,0
4876,788929,6109679,0
4877,797507,6071719,0
4878,771514,6095138,0
4879,765875,5334856,0
4880,795526,5916846,0
4881,772901,6019276,0
4882,762700,6096125,0
4883,42365816,317105936,1
4884,813254,3100449,0
4885,779698,6134886,0
4886,42319752,6306661,1
4887,832454,6117669,0
4888,42461658,316291978,1
4889,768880,5487519,0
4890,42508731,3166116,1
4891,828378,6271680,0
4892,817995,6092036,0
4893,774769,5706455,0
4894,815614,6151260,0
4895,837948,318885941,1
4896,816433,6024317,0
4897,799994,6220975,0
4898,808264,5970640,0
4899,772338,6048871,0
4900,814037,6206896,0
4901,780074,4189406,0
4902,779698,5611968,0
4903,43593720,6290862,1
4904,769490,5958644,0
4905,753269,4023037,0
4906,781993,6073425,0
4907,768870,5507934,0
4908,782877,6127191,0
4909,791598,6122737,0
4910,802839,6079049,0
4911,802254,6123025,1
4912,831329,5879278,0
4913,772851,6114950,0
4914,43395778,319420905,1
4915,793143,6124082,0
4916,795526,6293061,0
4917,813876,6239964,0
4918,807152,6192337,0
4919,811283,6293808,0
4920,772901,5949250,0
4921,786613,6090121,0
4922,802713,3271677,0
4923,831329,6220839,0
4924,782603,6002103,0
4925,774882,5951402,0
4926,837268,6262526,0
4927,820414,6190394,0
4928,813254,6191786,0
4929,772906,6127934,0
4930,789843,6052223,0
4931,766611,5311418,0
4932,831104,4856966,0
4933,771514,6107483,0
4934,815613,171126,1
4935,832458,5888873,0
4936,772863,1085428,0
4937,779494,6006683,0
4938,787334,5950665,0
4939,766789,6183733,0
4940,832466,6281329,0
4941,788929,6005677,0
4942,828353,5657000,0
4943,43106720,2219407,1
4944,815819,6155015,0
4945,791609,5729744,0
4946,824655,6269403,0
4947,833736,5607622,0
4948,802255,6006216,0
4949,781773,4546928,0
4950,803874,6235141,0
4951,42491720,316278927,1
4952,819799,6234161,0
4953,42646677,316950985,1
4954,793763,6067418,0
4955,753267,6014612,0
4956,816434,5592048,0
4957,766805,6296563,0
4958,802713,6180782,0
4959,772907,5999700,0
4960,795668,6083994,0
4961,777457,6073009,1
4962,806235,6181803,0
4963,837656,6297624,0
4964,802839,6202241,0
4965,786742,6096740,0
4966,825638,6176199,0
4967,771514,6093347,0
4968,802255,5714205,0
4969,787556,5802515,1
4970,805894,6175019,0
4971,792993,6140773,0
4972,820014,6228940,0
4973,806913,6213610,0
4974,770860,6029723,0
4975,829735,6130186,0
4976,803486,6156322,1
4977,772515,3764507,0
4978,837656,5743328,0
4979,816893,6236606,0
4980,43922680,316802963,1
4981,832814,6180667,0
4982,767224,2027380,0
4983,771514,6003663,0
4984,802839,5382361,0
4985,778502,6074074,0
4986,772339,5932834,0
4987,779296,6073138,0
4988,788929,5830365,0
4989,829735,6054937,0
4990,790778,6185538,0
4991,807602,6178781,0
4992,802715,4778968,0
4993,779296,6083600,0
4994,762693,6058396,0
4995,816561,6194638,0
4996,771109,5661169,0
4997,807571,6166401,0
4998,831329,5813928,0
4999,819773,5167756,0
5000,807403,6210338,1
5001,842549,6316169,0
5002,781074,6106736,0
5003,764016,5995839,0
5004,803190,6161751,0
5005,791966,4759386,0
5006,815613,2883626,1
5007,773247,6045563,0
5008,772899,5999721,0
5009,770038,5863887,0
5010,776486,6106616,0
5011,823883,6263231,0
5012,807404,5578559,1
5013,790778,6080203,1
5014,786594,5419676,0
5015,791744,6176296,0
5016,813529,6226061,0
5017,802839,3392677,0
5018,788629,6111914,0
5019,801330,5885588,0
5020,779296,5851883,0
5021,771192,6001187,0
5022,774762,5578202,0
5023,43179721,318523913,1
5024,771514,6034972,0
5025,838038,6289201,0
5026,758341,5596854,1
5027,772867,6003947,0
5028,774883,6055279,0
5029,807861,6128187,0
5030,836099,1312928,0
5031,724132,223200,0
5032,778502,6028834,0
5033,840046,6252170,0
5034,772339,6040820,0
5035,766615,5998179,0
5036,838038,6307025,0
5037,829261,6289885,0
5038,43993651,318522947,1
5039,753295,6033170,0
5040,799873,6051689,0
5041,770048,5917782,0
5042,820414,6100426,0
5043,770860,6028374,0
5044,766787,6033327,0
5045,815336,6180744,0
5046,43000657,318039911,1
5047,769116,5979312,0
5048,828743,5901854,0
5049,762409,6075900,0
5050,774882,5920671,0
5051,820414,6184865,0
5052,786572,6046278,0
5053,815822,4445529,0
5054,772901,6057529,0
5055,792037,6084409,0
5056,772901,6047639,0
5057,792036,4391316,1
5058,768780,5695552,0
5059,795524,6123544,0
5060,832461,6282190,0
5061,787509,5552924,0
5062,753295,6000466,0
5063,788929,6146176,0
5064,829735,5777762,0
5065,742177,5998294,0
5066,771628,6014713,0
5067,772339,3811778,0
5068,770972,6015938,0
5069,781773,6259499,0
5070,791957,5819393,0
5071,804578,4569545,1
5072,771109,5178343,0
5073,820074,6234620,0
5074,772906,5771548,0
5075,827855,6170914,0
5076,770398,316609969,1
5077,793061,6040379,0
5078,42377657,6152441,1
5079,791958,5087136,0
5080,781606,5839778,0
5081,794913,5383397,0
5082,760917,6033815,0
5083,772819,5192736,0
5084,786244,6098358,0
5085,815651,6212934,0
5086,771514,5999998,0
5087,43897745,320233927,1
5088,42786680,316481926,1
5089,835895,5713336,1
5090,780073,6126894,0
5091,769354,2500179,1
5092,806235,6170645,0
5093,770357,5895437,0
5094,840402,6281423,0
5095,772827,5791550,0
5096,766789,6148761,0
5097,774769,5830816,0
5098,821973,6216684,0
5099,766615,6104544,0
5100,715235,5746658,0
5101,817995,6265572,0
5102,786568,6105560,0
5103,773208,6039748,0
5104,797511,6168285,0
5105,787556,5892295,0
5106,801013,6206666,0
5107,786572,6131407,0
5108,772901,4740762,0
5109,793955,6154208,1
5110,43396659,4636445,1
5111,779497,5602040,0
5112,839243,6309962,0
5113,757934,5383397,0
5114,42786680,5975382,1
5115,820014,6222143,0
5116,787334,5823187,0
5117,770108,6013234,0
5118,776192,5892855,0
5119,815337,6208817,0
5120,768870,5911940,0
5121,782199,6081709,0
5122,770860,6049913,0
5123,815822,6252462,0
5124,772865,6055098,1
5125,779694,6271800,0
5126,489735,5516751,0
5127,774868,6044877,0
5128,768264,5028216,0
5129,834175,318129903,1
5130,842557,5714018,0
5131,782878,4911002,0
5132,772901,5415938,0
5133,811282,316167907,1
5134,769754,5995414,0
5135,769115,5850207,0
5136,830286,6190049,0
5137,784318,6091361,0
5138,832454,6067725,0
5139,815819,590073,0
5140,772901,6023299,0
5141,830285,6264228,0
5142,784501,6175152,0
5143,813657,6294650,1
5144,771417,5633223,0
5145,775145,6051714,0
5146,770777,5187053,0
5147,757366,5986892,0
5148,835404,6239964,0
5149,772412,6030812,0
5150,770108,6028437,0
5151,771584,5768138,0
5152,771540,6011777,0
5153,806651,6177355,0
5154,742176,6001142,0
5155,757946,5921083,0
5156,770107,6020810,0
5157,775523,6094209,0
5158,815822,5915806,0
5159,764016,5994810,0
5160,842954,6159837,0
5161,782618,1436359,1
5162,831137,6309106,0
5163,784673,5639601,0
5164,771417,5223620,0
5165,832016,6277033,0
5166,774883,6043792,0
5167,772901,6019079,0
5168,765989,5435511,0
5169,43668705,2844967,1
5170,820416,6254173,0
5171,816434,4724360,0
5172,791956,5900066,1
5173,771514,6114029,0
5174,43347694,530256,1
5175,838038,6278272,0
5176,795281,5838932,0
5177,832461,6268373,0
5178,42461713,6234959,1
5179,42491720,6240188,1
5180,796265,6120600,0
5181,811258,1763750,1
5182,832134,5305180,0
5183,810857,5223259,1
5184,42786680,5493973,1
5185,795524,6139033,0
5186,830157,5828925,0
5187,771875,5764639,0
5188,795973,5905664,0
5189,804213,5990202,0
5190,819042,6172816,0
5191,823295,6103726,0
5192,43615732,320146938,1
5193,798510,5658487,1
5194,799893,4570252,0
5195,792391,3587977,1
5196,758341,5938783,0
5197,767175,5476491,0
5198,829236,5508141,0
5199,844814,3944867,1
5200,824613,6240731,0
5201,774769,4903929,0
5202,798012,5662921,0
5203,835284,6020685,1
5204,792036,6223737,0
5205,772899,5302885,0
5206,836360,6265006,0
5207,825079,2605779,0
5208,829235,5812917,1
5209,775040,6057948,0
5210,798317,3223516,0
5211,789913,6130311,0
5212,842199,6319603,0
5213,820421,6230841,0
5214,794555,6127018,0
5215,771514,5843213,0
5216,42438660,6096324,1
5217,810574,6244122,0
5218,795973,1569760,0
5219,513553,5930400,0
5220,786415,6120393,0
5221,766730,5374014,0
5222,838614,6299622,0
5223,822293,6202112,0
5224,769306,6017055,0
5225,803266,6198951,0
5226,42786680,321072906,1
5227,43892657,5755450,1
5228,785197,6070966,0
5229,827935,3725948,1
5230,489735,4750155,0
5231,743653,5870245,0
5232,842882,6300333,0
5233,770364,5779919,0
5234,772206,6013985,0
5235,786590,4754970,0
5236,770357,4772894,0
5237,775522,6004529,1
5238,771514,5943514,0
5239,823833,6216166,0
5240,772904,6034853,0
5241,835721,6290645,0
5242,786590,6108821,0
5243,785787,5947284,0
5244,838614,6228495,0
5245,815613,1919399,1
5246,832458,6216679,0
5247,820418,6154816,0
5248,513553,5283488,0
5249,42303751,3329239,1
5250,771628,5862900,0
5251,774769,6025087,0
5252,769120,6012312,0
5253,849433,5498855,1
5254,792393,3923026,1
5255,782602,5990967,0
5256,786613,4599216,0
5257,816161,5768603,0
5258,832946,6147677,1
5259,772899,6048788,0
5260,42319752,5167199,1
5261,772339,5969348,0
5262,769120,5559598,0
5263,792036,6179916,0
5264,789913,5487659,0
5265,799992,6152140,0
5266,837950,5188047,1
5267,839387,6286150,0
5268,792498,6120606,1
5269,820416,5723758,0
5270,44224680,6309228,1
5271,807153,6156754,0
5272,789926,6116339,0
5273,816774,439766,0
5274,838042,6299769,0
5275,820421,6253628,0
5276,779694,5986033,0
5277,817413,6228821,0
5278,811283,3293529,0
5279,795665,6057406,0
5280,769742,5892437,0
5281,776192,965066,0
5282,792035,6126300,0
5283,770860,6025515,0
5284,792994,6271368,0
5285,835302,6291762,0
5286,797511,6133665,0
5287,769116,6026158,0
5288,770777,5586664,0
5289,792390,6115716,0
5290,772907,5938391,0
5291,772906,5534764,0
5292,773644,6238220,1
5293,835754,6222866,0
5294,787509,6067310,0
5295,798123,6196309,0
5296,42989690,317433945,1
5297,832019,6274700,0
5298,830585,6192014,0
5299,779296,6080140,0
5300,769116,6009319,0
5301,815614,6304775,0
5302,820414,6291434,0
5303,834917,6289206,0
5304,775053,3890209,0
5305,771540,6034815,0
5306,776254,6059351,0
5307,762700,6097044,0
5308,814693,6220544,0
5309,823638,6216827,0
5310,829236,5440707,1
5311,44233690,5892498,1
5312,813875,6191492,0
5313,795526,6251801,0
5314,813149,6229464,0
5315,816538,6211858,0
5316,818513,6230024,0
5317,770108,6038013,0
5318,766787,5471527,0
5319,804690,6081054,1
5320,772819,6023237,0
5321,766615,5774183,0
5322,769312,6033622,0
5323,771876,4687468,0
5324,42377657,57990,1
5325,717579,5724278,0
5326,815822,5408081,0
5327,807152,6062497,0
5328,815828,1009460,0
5329,779694,5810613,0
5330,807602,5993814,0
5331,832097,4827599,0
5332,809419,6144330,0
5333,788815,1687778,0
5334,765646,6007283,0
5335,832016,6128927,0
5336,791584,6134380,0
5337,771463,6114347,0
5338,42710688,317055937,1
5339,837656,6302753,0
5340,766614,6026227,0
5341,765725,5383397,0
5342,779296,6080465,0
5343,800874,6218118,0
5344,772899,5981558,0
5345,783875,6028128,0
5346,766787,6035093,0
5347,795973,6096089,0
5348,809902,6223401,0
5349,797912,6042085,0
5350,819480,6197147,0
5351,781773,4958664,0
5352,804268,5337462,0
5353,798922,6135210,0
5354,770403,6003935,0
5355,788929,5752925,0
5356,816742,5925871,0
5357,43829692,320275939,1
5358,793690,6078199,0
5359,795526,4656657,0
5360,775090,5918490,0
5361,807401,6256092,1
5362,807152,6205453,0
5363,792001,6145590,0
5364,766615,6111784,0
5365,804900,6182635,0
5366,792498,6071165,0
5367,819035,5969602,0
5368,830253,5705852,0
5369,806693,6170981,0
5370,817995,6309506,0
5371,830377,6289648,0
5372,769856,5966691,0
5373,43829692,316521478,1
5374,827074,6257696,0
5375,815822,5652341,0
5376,777435,6060968,0
5377,788680,4818051,0
5378,769601,5728899,0
5379,786594,6174419,0
5380,810006,5161816,0
5381,845297,6317034,1
5382,783274,5321763,0
5383,798003,6186373,0
5384,798374,5534723,0
5385,789843,6068552,0
5386,805534,5830082,0
5387,796265,5047150,0
5388,769312,6009255,0
5389,817279,6126604,0
5390,824655,6184294,0
5391,835721,6128665,0
5392,792035,5390651,0
5393,806890,4675007,0
5394,762694,6054996,0
5395,772901,5901323,0
5396,827074,2393850,0
5397,812926,6132296,0
5398,43000657,316930996,1
5399,766798,6208685,0
5400,793654,6057457,0
5401,791956,6117854,0
5402,791584,6102927,0
5403,793056,6117153,0
5404,795949,5626610,0
5405,771514,5937886,0
5406,802674,6172338,0
5407,788929,5928684,0
5408,766805,6221683,0
5409,772899,5707707,0
5410,788929,5070246,0
5411,43668705,6037440,1
5412,806617,5059055,0
5413,768882,6029232,0
5414,777448,5957715,0
5415,769118,4692623,0
5416,806890,6164828,0
5417,785787,6091453,0
5418,43615732,5862135,1
5419,842549,5460832,0
5420,772907,5604126,0
5421,833736,6270452,0
5422,842196,6073287,0
5423,787509,4589453,0
5424,771584,5270432,0
5425,809982,6170783,0
5426,766611,5354461,1
5427,762700,6074595,0
5428,770403,5521805,0
5429,42751657,317135978,1
5430,42324696,554281,1
5431,766787,6099718,0
5432,792001,5436614,0
5433,767230,6048292,0
